"category","name","imo","mmsi","sanctioned","sanctions","note"
"shadow_fleet","COATLICUE","","621819083","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/594"
"shadow_fleet","GUANYIN","","636012383","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/596"
"shadow_fleet","SPIRIT 2","","511101801","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/605"
"shadow_fleet","MIRES","","667002360","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/607"
"shadow_fleet","GENERAL SKOBELEV","","273335920","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/640"
"shadow_fleet","JUPITER","","273265590","true","EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/683"
"shadow_fleet","PEGASUS","","629009654","true","EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/718"
"shadow_fleet","NOVA CREST","","314960000","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/764"
"shadow_fleet","CHONGCHON","","621819112","true","EU","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/768"
"shadow_fleet","MYRA","","352002021","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/793"
"shadow_fleet","ANTARKTIKA","","273251530","true","Canada, EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/155"
"shadow_fleet","LEVEL","","461000246","true","Canada, EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/262"
"shadow_fleet","BREEZE","","668116320","true","Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/331"
"shadow_fleet","BOBCAT","","461000234","true","Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/402"
"shadow_fleet","FIRN","","352003221","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/426"
"shadow_fleet","ARYABHATA","","630001163","true","Canada, EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/428"
"shadow_fleet","AZURE","","511101775","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/461"
"shadow_fleet","GELOR","","613081409","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/469"
"shadow_fleet","SHANGRI LA","","620999836","true","Canada, EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/484"
"shadow_fleet","TASSOS","","636022764","true","EU, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/485"
"shadow_fleet","FURIA","","667001248","true","EU, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/568"
"shadow_fleet","KYLO","","620800028","true","EU, UK, USA","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/575"
"shadow_fleet","GOLDEN EAGLE","","629009590","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1058"
"shadow_fleet","LERUO","","667002320","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1060"
"shadow_fleet","LISTIGA","","667002323","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1061"
"shadow_fleet","MARIEL","","667002425","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1144"
"shadow_fleet","MINION","","667002020","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1145"
"shadow_fleet","VISION","","305099000","true","EU, Switzerland, UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1148"
"shadow_fleet","TIGER 6","","352005486","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1198"
"shadow_fleet","OCEAN II","","305203000","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1201"
"shadow_fleet","AURA MARIS","","352002835","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1288"
"shadow_fleet","SINAR G","","352004893","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1290"
"shadow_fleet","QUARTZ","","511101792","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1291"
"shadow_fleet","MANDALA","","636022672","true","UK","https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1292"
