name,imo,mmsi,detail_url,source
FLORA 1,9307815,511101742,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/803,GUR War & Sanctions – Marine vessels
TONIL,9307932,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/759,GUR War & Sanctions – Marine vessels
EVENTIN,9308065,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/528,GUR War & Sanctions – Marine vessels
TYCHE 1,9308077,352001823,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/526,GUR War & Sanctions – Marine vessels
TEMPEST DREAM,9308132,630001117,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1069,GUR War & Sanctions – Marine vessels
ESTELLA,9308170,629009600,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/993,GUR War & Sanctions – Marine vessels
INA,9308443,610000035,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/784,GUR War & Sanctions – Marine vessels
AMIL,9308778,632001129,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/374,GUR War & Sanctions – Marine vessels
BERRA,9308821,667001451,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/874,GUR War & Sanctions – Marine vessels
KUSTO,9308833,667001256,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/600,GUR War & Sanctions – Marine vessels
RYMO,9308857,352004764,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/612,GUR War & Sanctions – Marine vessels
SEASONS I,9308950,352005336,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1051,GUR War & Sanctions – Marine vessels
GLOBAL DIGNITY,9309227,352898795,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1115,GUR War & Sanctions – Marine vessels
SAPPHIRE,9309576,649113000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/689,GUR War & Sanctions – Marine vessels
SYMPHONY,9309588,620999862,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/738,GUR War & Sanctions – Marine vessels
QENDIL,9310525,461000286,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/429,GUR War & Sanctions – Marine vessels
AGATE,9310707,577078000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1015,GUR War & Sanctions – Marine vessels
GLOBAL ANGEL,9311309,353283000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1111,GUR War & Sanctions – Marine vessels
LINDOR,9311531,629009602,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/470,GUR War & Sanctions – Marine vessels
TORX,9311610,352005255,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1184,GUR War & Sanctions – Marine vessels
DINASTY,9311622,461000242,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/330,GUR War & Sanctions – Marine vessels
HUIHAI ATLANTIC,9312872,655081771,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/700,GUR War & Sanctions – Marine vessels
KEMEROVO,9312884,273250830,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/161,GUR War & Sanctions – Marine vessels
KRASNOYARSK,9312896,273257030,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/166,GUR War & Sanctions – Marine vessels
TASCA,9313149,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/696,GUR War & Sanctions – Marine vessels
JACKLYN,9313498,352005217,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/855,GUR War & Sanctions – Marine vessels
LYRA,9314088,352001732,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/451,GUR War & Sanctions – Marine vessels
MAKALU,9314105,629009658,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/480,GUR War & Sanctions – Marine vessels
AGNІ,9314167,621819009,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/587,GUR War & Sanctions – Marine vessels
LION S,9314179,334900000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1124,GUR War & Sanctions – Marine vessels
MILEY,9314818,632001103,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/47,GUR War & Sanctions – Marine vessels
OSCAR I,9314820,352003314,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1220,GUR War & Sanctions – Marine vessels
RUNA,9314882,610107082,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/897,GUR War & Sanctions – Marine vessels
INDRAS,9314894,667001223,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/920,GUR War & Sanctions – Marine vessels
SPRING,9315446,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/706,GUR War & Sanctions – Marine vessels
SEA HONOR,9315654,655144181,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/486,GUR War & Sanctions – Marine vessels
MARQUISE,9315745,314001007,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1119,GUR War & Sanctions – Marine vessels
VEGA,9316127,620999828,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/329,GUR War & Sanctions – Marine vessels
KARTHA,9317949,620999997,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/413,GUR War & Sanctions – Marine vessels
CHARMINAR,9318022,620800063,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/788,GUR War & Sanctions – Marine vessels
SARD,9318034,655890000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/898,GUR War & Sanctions – Marine vessels
SWIFTSEA RIDER,9318539,620999898,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/435,GUR War & Sanctions – Marine vessels
SERENADE,9318541,314897000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/277,GUR War & Sanctions – Marine vessels
SAGA,9318553,629009720,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/276,GUR War & Sanctions – Marine vessels
NIGHT GLORY,9319674,621819080,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/459,GUR War & Sanctions – Marine vessels
HU PO,9319686,667002022,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/463,GUR War & Sanctions – Marine vessels
SOLEA,9319703,629009537,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/537,GUR War & Sanctions – Marine vessels
MAINI,9319870,629009740,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/421,GUR War & Sanctions – Marine vessels
ARYABHATA,9319882,630001163,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/428,GUR War & Sanctions – Marine vessels
LAMD,9320843,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1093,GUR War & Sanctions – Marine vessels
SEA OWL I,9321172,620800094,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1238,GUR War & Sanctions – Marine vessels
EMMA,9321421,750801000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/645,GUR War & Sanctions – Marine vessels
MAVERICK,9321562,668116306,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1229,GUR War & Sanctions – Marine vessels
DAPHNE V,9321677,352002063,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/789,GUR War & Sanctions – Marine vessels
NAVIGATOR RIDGE,9321689,650630000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/522,GUR War & Sanctions – Marine vessels
LAHAR,9321691,621819097,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/412,GUR War & Sanctions – Marine vessels
LATUR,9321706,620999829,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/420,GUR War & Sanctions – Marine vessels
ORVI,9321718,620800029,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1160,GUR War & Sanctions – Marine vessels
AREIA,9321847,668116314,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/497,GUR War & Sanctions – Marine vessels
SYNDRA,9321976,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/452,GUR War & Sanctions – Marine vessels
SAHARA,9322267,632001100,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/48,GUR War & Sanctions – Marine vessels
PICTOR,9322827,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/50,GUR War & Sanctions – Marine vessels
AVRIL,9322839,632001087,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/217,GUR War & Sanctions – Marine vessels
PROSPERITY,9322956,273266690,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/688,GUR War & Sanctions – Marine vessels
HYPERION,9322968,620800024,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/701,GUR War & Sanctions – Marine vessels
ADITYA,9323314,626479000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/854,GUR War & Sanctions – Marine vessels
KATY,9323326,668116328,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1216,GUR War & Sanctions – Marine vessels
BETTLE,9323338,632001115,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/53,GUR War & Sanctions – Marine vessels
TRANQUIL SEA,9323340,334863000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1222,GUR War & Sanctions – Marine vessels
SINAR G,9323364,352004893,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1290,GUR War & Sanctions – Marine vessels
MARABELLA SUN,9323376,620800018,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/609,GUR War & Sanctions – Marine vessels
NORD STAR,9323596,352003296,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/879,GUR War & Sanctions – Marine vessels
MARBLE,9323974,511101787,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1024,GUR War & Sanctions – Marine vessels
GARASAN,9323986,655886000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/556,GUR War & Sanctions – Marine vessels
VERONICA III,9326055,352002475,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/761,GUR War & Sanctions – Marine vessels
FULGER,9326718,667002327,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/552,GUR War & Sanctions – Marine vessels
HERA,9326720,574005330,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/473,GUR War & Sanctions – Marine vessels
DUKE OF PEACE,9326861,636020980,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/902,GUR War & Sanctions – Marine vessels
ANAYA,9326885,352001906,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/809,GUR War & Sanctions – Marine vessels
ARIA,9327360,629009736,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/983,GUR War & Sanctions – Marine vessels
OCEAN AMBER,9327372,667002210,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/625,GUR War & Sanctions – Marine vessels
BALTIC STAR,9327396,636023657,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/907,GUR War & Sanctions – Marine vessels
KAROL,9327413,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/37,GUR War & Sanctions – Marine vessels
AETHER,9328170,632001155,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/790,GUR War & Sanctions – Marine vessels
SKYWAVE,9328716,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/815,GUR War & Sanctions – Marine vessels
PROXIMA,9329655,273264690,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/720,GUR War & Sanctions – Marine vessels
PACIFIC,9329667,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/765,GUR War & Sanctions – Marine vessels
EAGLE S,9329760,518998865,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/638,GUR War & Sanctions – Marine vessels
THORIN,9330472,667001235,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1020,GUR War & Sanctions – Marine vessels
LUMIN,9330599,352004627,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/850,GUR War & Sanctions – Marine vessels
NACHOS,9330604,667002359,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/777,GUR War & Sanctions – Marine vessels
KELLY GRACE,9331141,620999977,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/279,GUR War & Sanctions – Marine vessels
DELVINA,9331153,620999945,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/280,GUR War & Sanctions – Marine vessels
NIBLO,9332028,352003666,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1016,GUR War & Sanctions – Marine vessels
MISHELL,9332315,632001156,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1169,GUR War & Sanctions – Marine vessels
BELLARIS,9332614,352001849,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/792,GUR War & Sanctions – Marine vessels
AQUA TITAN,9332781,620999999,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/460,GUR War & Sanctions – Marine vessels
PUSHPA,9332810,610107116,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/411,GUR War & Sanctions – Marine vessels
NICHOLE,9332822,629009350,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/608,GUR War & Sanctions – Marine vessels
SOORAJ,9332834,621819012,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/436,GUR War & Sanctions – Marine vessels
NOBLE,9333400,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/766,GUR War & Sanctions – Marine vessels
ENIGMA,9333412,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/767,GUR War & Sanctions – Marine vessels
PHOENIX,9333424,668116333,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/269,GUR War & Sanctions – Marine vessels
SUCCESS,9333436,620999861,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/268,GUR War & Sanctions – Marine vessels
NEMBUS,9334296,626455000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/933,GUR War & Sanctions – Marine vessels
BLUE TALU,9334557,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/910,GUR War & Sanctions – Marine vessels
HORIZZON,9334789,636022668,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1205,GUR War & Sanctions – Marine vessels
VARG,9335094,511101759,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1027,GUR War & Sanctions – Marine vessels
VOLTA RIVER,9336414,352002521,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/563,GUR War & Sanctions – Marine vessels
SELVA,9336426,667002033,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/511,GUR War & Sanctions – Marine vessels
MYRA,9336490,352002021,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/793,GUR War & Sanctions – Marine vessels
URIEL,9336517,626443000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1223,GUR War & Sanctions – Marine vessels
IVY,9337133,574005380,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/702,GUR War & Sanctions – Marine vessels
WEST HORIZON,9337327,511101791,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/932,GUR War & Sanctions – Marine vessels
OCEANID,9337341,352005769,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1200,GUR War & Sanctions – Marine vessels
AGNI,9337389,620999422,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/545,GUR War & Sanctions – Marine vessels
RIMMA,9337901,511101757,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/438,GUR War & Sanctions – Marine vessels
PATE,9338905,667002026,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/503,GUR War & Sanctions – Marine vessels
LIPETSK,9339301,273255820,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/223,GUR War & Sanctions – Marine vessels
LADOGA,9339313,636013273,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/156,GUR War & Sanctions – Marine vessels
LEVEL,9339325,461000246,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/262,GUR War & Sanctions – Marine vessels
LEGACY,9339337,620999818,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/271,GUR War & Sanctions – Marine vessels
DF PEAK,9341067,610000033,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/160,GUR War & Sanctions – Marine vessels
CAPELLA,9341079,620999840,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/328,GUR War & Sanctions – Marine vessels
CARMA,9341081,461000252,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/336,GUR War & Sanctions – Marine vessels
KOLOMNA,9341093,273250930,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/157,GUR War & Sanctions – Marine vessels
LADY LUCY,9341512,750804000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/644,GUR War & Sanctions – Marine vessels
TRIUMPH,9344033,649115000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/743,GUR War & Sanctions – Marine vessels
ELYTE,9345623,511101744,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/430,GUR War & Sanctions – Marine vessels
KIRA K,9346720,352002809,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/494,GUR War & Sanctions – Marine vessels
HUIHAI PACIFIC,9346732,570294000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/680,GUR War & Sanctions – Marine vessels
MA JIN,9346744,667002086,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/504,GUR War & Sanctions – Marine vessels
ELODIE I,9346873,511101770,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/976,GUR War & Sanctions – Marine vessels
AURA MARIS,9347308,352002835,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1288,GUR War & Sanctions – Marine vessels
LUCKY FAIRY,9348479,629009706,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/604,GUR War & Sanctions – Marine vessels
RUBY CROSS,9350654,620999870,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/736,GUR War & Sanctions – Marine vessels
SANDHYA,9352195,629009660,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/813,GUR War & Sanctions – Marine vessels
GURU,9353096,620999856,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/584,GUR War & Sanctions – Marine vessels
JUN MA,9353113,629009040,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/274,GUR War & Sanctions – Marine vessels
ADHARA,9353125,629009656,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/778,GUR War & Sanctions – Marine vessels
JAGGER,9354301,620800045,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/425,GUR War & Sanctions – Marine vessels
ZALIV AMURSKIY,9354313,620999853,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/270,GUR War & Sanctions – Marine vessels
ANHONA,9354521,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/387,GUR War & Sanctions – Marine vessels
FLURA,9354636,273318520,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1047,GUR War & Sanctions – Marine vessels
ZALIV BAIKAL,9360128,620999849,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/673,GUR War & Sanctions – Marine vessels
ZALIV VOSTOK,9360130,620999943,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/672,GUR War & Sanctions – Marine vessels
INDUS 1,9360415,511101776,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/973,GUR War & Sanctions – Marine vessels
FLORA,9365752,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/832,GUR War & Sanctions – Marine vessels
AMEN,9365764,620999935,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/829,GUR War & Sanctions – Marine vessels
LYDIA II,9365776,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/833,GUR War & Sanctions – Marine vessels
ACHILLES,9368223,352002679,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/437,GUR War & Sanctions – Marine vessels
NEVAH,9368235,620800043,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/805,GUR War & Sanctions – Marine vessels
VANITY,9371608,268241802,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/760,GUR War & Sanctions – Marine vessels
ELEPHANT,9374868,574005510,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/302,GUR War & Sanctions – Marine vessels
ARMADA EXPLORER,9377042,273311240,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1048,GUR War & Sanctions – Marine vessels
MONARCH I,9377779,352005252,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1039,GUR War & Sanctions – Marine vessels
SI HE,9378618,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/733,GUR War & Sanctions – Marine vessels
DALVA,9378620,620800044,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/507,GUR War & Sanctions – Marine vessels
MALAK,9378632,620999844,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/533,GUR War & Sanctions – Marine vessels
OCEAN AUTUMN,9379052,629009596,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/992,GUR War & Sanctions – Marine vessels
VERSA,9379301,352001907,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/794,GUR War & Sanctions – Marine vessels
LAFIT,9379698,668116369,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1265,GUR War & Sanctions – Marine vessels
CUMA,9379703,750363000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/386,GUR War & Sanctions – Marine vessels
CENTURION,9380673,667001255,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/905,GUR War & Sanctions – Marine vessels
AUGA,9381732,632001084,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/40,GUR War & Sanctions – Marine vessels
ANTILA,9381744,632001112,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/44,GUR War & Sanctions – Marine vessels
EVERDINE,9382073,307170000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1156,GUR War & Sanctions – Marine vessels
DENVER,9382712,668116346,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1215,GUR War & Sanctions – Marine vessels
TRUST,9382798,629009638,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/626,GUR War & Sanctions – Marine vessels
SARASWATI,9383869,352005254,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1040,GUR War & Sanctions – Marine vessels
EMINENT,9383950,,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/557,GUR War & Sanctions – Marine vessels
LION I,9384069,352005346,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1037,GUR War & Sanctions – Marine vessels
RAGNAR,9384095,511100983,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1030,GUR War & Sanctions – Marine vessels
UNIVERSAL,9384306,273271630,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/746,GUR War & Sanctions – Marine vessels
BELOMOR,9384435,273272930,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1022,GUR War & Sanctions – Marine vessels
BARENTS,9384447,273279830,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1009,GUR War & Sanctions – Marine vessels
ONEGA,9384459,273273930,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/806,GUR War & Sanctions – Marine vessels
MARS 6,9384992,352005360,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/851,GUR War & Sanctions – Marine vessels
ALMOND,9385142,273276930,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/665,GUR War & Sanctions – Marine vessels
LERUO,9385831,667002320,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1060,GUR War & Sanctions – Marine vessels
SPRING FORTUNE,9386536,629009048,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/618,GUR War & Sanctions – Marine vessels
AZURE,9387255,511101775,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/461,GUR War & Sanctions – Marine vessels
ETHERA,9387279,632001149,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/795,GUR War & Sanctions – Marine vessels
MANASLU,9388027,352002116,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/796,GUR War & Sanctions – Marine vessels
FONDEYA,9388742,620800039,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/462,GUR War & Sanctions – Marine vessels
LONG BAI,9388754,352002820,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/541,GUR War & Sanctions – Marine vessels
DESTAN,9388766,668116367,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/505,GUR War & Sanctions – Marine vessels
BAI LU,9388780,668116211,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/458,GUR War & Sanctions – Marine vessels
UNITY,9388792,644000341,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/499,GUR War & Sanctions – Marine vessels
TANGO 2,9389071,352005354,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1197,GUR War & Sanctions – Marine vessels
TIGER 6,9389083,352005486,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1198,GUR War & Sanctions – Marine vessels
MINION,9389095,667002020,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1145,GUR War & Sanctions – Marine vessels
SMYRTOS,9389100,352005289,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1052,GUR War & Sanctions – Marine vessels
LIETO,9389679,577399000,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/538,GUR War & Sanctions – Marine vessels
ONEIROI,9390587,352002241,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/797,GUR War & Sanctions – Marine vessels
MESTRAL,9391402,352004840,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/915,GUR War & Sanctions – Marine vessels
LOTUS,9392822,655150427,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/534,GUR War & Sanctions – Marine vessels
WALER,9393668,352002874,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/914,GUR War & Sanctions – Marine vessels
OZANNO,9394935,620999978,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/259,GUR War & Sanctions – Marine vessels
FORTIS,9395379,613702110,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1019,GUR War & Sanctions – Marine vessels
HANNA,9397456,352004563,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1123,GUR War & Sanctions – Marine vessels
JUPITER,9397535,273265590,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/683,GUR War & Sanctions – Marine vessels
ARIADNE,9397547,273268690,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/654,GUR War & Sanctions – Marine vessels
ARIA,9397559,273267690,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/681,GUR War & Sanctions – Marine vessels
NASIMI,9397676,423046100,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1065,GUR War & Sanctions – Marine vessels
LLEVANT,9399480,352004616,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/906,GUR War & Sanctions – Marine vessels
OMNI,9400980,352001876,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/798,GUR War & Sanctions – Marine vessels
SARA SKY,9402328,667002520,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/1199,GUR War & Sanctions – Marine vessels
FREDA,9402469,352003485,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/539,GUR War & Sanctions – Marine vessels
APAR,9402471,621819008,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/275,GUR War & Sanctions – Marine vessels
JEWEL 1,9402732,629009592,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/775,GUR War & Sanctions – Marine vessels
THRON,9404948,620120256,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/514,GUR War & Sanctions – Marine vessels
JUN TONG,9405057,613522701,https://war-sanctions.gur.gov.ua/en/transport/shadow-fleet/972,GUR War & Sanctions – Marine vessels
